ZIP code,Complaint ID
481XX,2374977
864XX,1775598
302XX,2076464
111XX,2062243
650XX,1294542
891XX,1767492
128XX,1935347
322XX,2215407
320XX,2186202
923XX,2222219
427XX,1676448
432XX,1786322
981XX,1398907
060XX,1689254
701XX,2170931
480XX,1529869
077XX,2425063
442XX,1898445
951XX,1792034
863XX,1481684
900XX,1336615
700XX,1684669
891XX,1645651
804XX,2305888
300XX,1635127
751XX,1391706
940XX,1686195
730XX,2347161
482XX,1858506
530XX,2114646
431XX,1352693
208XX,2117764
923XX,2385058
774XX,1734946
322XX,2273843
208XX,2418746
627XX,2021720
207XX,2110877
920XX,2052380
875XX,1832910
992XX,2034492
772XX,1904549
937XX,1593692
302XX,2147119
950XX,1567794
193XX,1928905
804XX,1314629
376XX,1845069
322XX,1577949
211XX,2060100
200XX,1466766
752XX,2371862
915XX,2337476
017XX,2190244
431XX,2420525
852XX,2245592
900XX,1310256
544XX,1765591
211XX,1921161
941XX,1613153
923XX,2238768
953XX,1581745
846XX,1646379
750XX,2349221
011XX,2139137
968XX,1572516
953XX,1990410
190XX,1975050
917XX,1971365
283XX,2059511
891XX,1886320
330XX,2301158
787XX,2288616
441XX,1433513
752XX,2155681
235XX,2271386
320XX,1379145
554XX,1580160
335XX,1914742
281XX,2160642
600XX,2098615
750XX,2285418
240XX,2354936
875XX,2285058
334XX,2028563
770XX,2305252
282XX,1605770
481XX,2133148
483XX,1569395
275XX,2249235
199XX,2260166
327XX,1385494
453XX,2108643
402XX,1714513
940XX,2017434
631XX,1761501
145XX,2046771
175XX,2280504
076XX,2225480
983XX,2050017
782XX,1975781
303XX,2188909
292XX,1790238
208XX,1476205
342XX,2099390
891XX,1467000
323XX,2053838
799XX,2070980
071XX,2379198
212XX,2159283
330XX,1795767
346XX,2137824
195XX,1509528
633XX,2312890
606XX,1361932
112XX,1469035
535XX,2261005
787XX,1373903
302XX,1990148
922XX,1328562
914XX,2360558
100XX,1898714
331XX,2302417
554XX,2155580
532XX,1697196
958XX,2328510
271XX,1372923
328XX,2014987
806XX,1882563
191XX,2271436
330XX,1673918
751XX,1945980
282XX,2127003
554XX,1662070
895XX,2315268
142XX,1602414
760XX,1951579
774XX,2158750
920XX,2078320
347XX,1467949
300XX,2140159
857XX,1527279
297XX,1999180
905XX,2297161
333XX,1555167
773XX,2195536
591XX,2042206
850XX,2427165
945XX,2080628
201XX,2093971
600XX,2046901
835XX,2177911
935XX,1634782
701XX,2216423
201XX,1604352
329XX,1502364
009XX,2159445
900XX,1916066
410XX,1513047
296XX,1388350
430XX,2161084
770XX,2345109
379XX,2112551
941XX,2237640
815XX,1394727
276XX,2416971
441XX,1966345
957XX,1888450
322XX,2295915
607XX,2374593
364XX,2292056
300XX,2153545
146XX,1771743
750XX,1623509
604XX,1892950
707XX,2402851
381XX,1402084
970XX,1393429
078XX,1724371
366XX,2019928
920XX,1548477
320XX,1506561
441XX,1801528
280XX,2034973
324XX,2372687
320XX,1426785
708XX,2003415
142XX,2288943
554XX,2040028
925XX,1323822
757XX,2442654
957XX,2242878
136XX,2059544
070XX,2084044
212XX,2116289
922XX,2436719
923XX,2338637
945XX,2008318
482XX,1602751
850XX,1535887
433XX,1933207
900XX,1401445
959XX,1644565
751XX,1854968
928XX,1505289
349XX,1803470
601XX,2196817
773XX,1997613
606XX,1903846
142XX,2130289
077XX,2250847
641XX,2310875
330XX,1461965
276XX,1808646
952XX,2050488
786XX,1996146
386XX,1312276
926XX,2114042
452XX,1630315
336XX,2040051
115XX,2428116
641XX,1607155
462XX,1531559
891XX,2382964
958XX,1807706
300XX,1357710
922XX,2277235
531XX,1921380
330XX,1528996
361XX,1393015
951XX,2203334
020XX,1412953
928XX,2264501
750XX,1742150
601XX,2435660
761XX,1871726
208XX,2027001
373XX,2195269
660XX,1588705
941XX,2216742
980XX,1878556
109XX,1872971
600XX,1703155
770XX,2183977
207XX,2165525
334XX,1571335
752XX,2280264
337XX,1428793
197XX,1883207
223XX,1468596
028XX,2332499
770XX,1806586
088XX,1533443
812XX,1505428
762XX,1637285
330XX,1532112
140XX,2347883
064XX,2352446
334XX,2306166
598XX,2305357
113XX,2169156
237XX,1589479
112XX,1958081
945XX,2426033
440XX,1935824
918XX,2046541
980XX,2441729
553XX,1894701
301XX,2104812
775XX,1621200
656XX,2079503
322XX,2211614
197XX,2317017
920XX,1324296
114XX,1912920
773XX,1974784
331XX,1834752
770XX,1728530
392XX,2228478
028XX,1310434
801XX,2216689
911XX,2023108
200XX,1976697
802XX,2375267
077XX,2182733
891XX,2116340
444XX,1300373
927XX,2296331
895XX,1566943
606XX,2080555
290XX,1469004
601XX,2205919
802XX,1496115
770XX,2222220
207XX,2241823
074XX,1879335
300XX,1933604
802XX,1472822
021XX,2336156
481XX,1452381
300XX,1298639
890XX,1589114
077XX,2185770
920XX,1739743
329XX,2258876
327XX,1617882
913XX,2301598
922XX,1696920
112XX,1686657
606XX,1977269
917XX,2090769
070XX,2430063
300XX,2226272
833XX,1547081
209XX,2272680
980XX,2386452
852XX,2398867
212XX,1890352
077XX,1837821
752XX,1290594
242XX,1464017
916XX,1621396
853XX,1755524
744XX,2246598
926XX,1515380
191XX,2223962
282XX,2167747
970XX,2437338
951XX,2301059
302XX,2061200
736XX,1953961
981XX,1534636
085XX,1414725
071XX,2285190
381XX,2259480
932XX,1761755
913XX,1393335
200XX,1842490
895XX,1577983
381XX,1934826
328XX,1898084
852XX,1585427
330XX,1426370
700XX,1904926
478XX,2438495
346XX,1539169
607XX,2360197
332XX,2016956
951XX,2351548
731XX,1602126
841XX,1473570
600XX,1978570
774XX,2193694
750XX,1383347
946XX,2208407
436XX,1615150
070XX,1451203
183XX,1861750
142XX,1771082
972XX,2065305
300XX,2249273
436XX,1359951
973XX,1495710
850XX,2439566
770XX,1742831
913XX,2118871
945XX,1317640
018XX,1465410
750XX,1717479
342XX,1726226
334XX,2037103
366XX,1721806
801XX,2227096
967XX,1779489
923XX,1480136
606XX,1919376
774XX,2172114
282XX,1679004
027XX,1818814
176XX,1712785
460XX,1350773
430XX,1473620
598XX,1697550
853XX,2002608
333XX,2145455
775XX,2245226
970XX,1553777
774XX,2409354
840XX,1827705
950XX,1602125
856XX,1981154
986XX,2295533
293XX,2425092
928XX,2117113
217XX,2341487
485XX,1884777
970XX,1946606
116XX,1651035
112XX,2311586
481XX,1982471
201XX,1579819
900XX,2073338
605XX,1843290
191XX,1647145
722XX,1939585
768XX,1612350
601XX,1473840
956XX,1543860
142XX,1637303
190XX,1881167
341XX,1618596
330XX,2228417
300XX,2230232
970XX,2029366
934XX,1900779
377XX,2022608
631XX,2093170
640XX,1395455
913XX,1394824
347XX,1505499
221XX,1307599
805XX,2015321
347XX,1351973
700XX,2082332
853XX,2417604
113XX,1473625
450XX,2061645
220XX,1529206
637XX,2098887
781XX,2338261
334XX,1644801
804XX,2038504
604XX,2199413
923XX,1589559
352XX,1384029
802XX,1715438
917XX,1801107
179XX,1476991
973XX,2431973
985XX,2341039
074XX,1527420
913XX,1562345
335XX,1862098
208XX,1361311
770XX,2120969
911XX,1887572
492XX,2012071
066XX,2309531
900XX,1773833
455XX,2199244
293XX,1715090
070XX,1497851
344XX,1574164
547XX,1981946
090XX,2301916
982XX,1560385
070XX,2063159
440XX,2103940
142XX,2240773
437XX,1902807
211XX,2184628
331XX,1354048
891XX,1509741
460XX,2306288
857XX,1349969
530XX,1768889
300XX,1634361
331XX,2308848
801XX,1865758
895XX,2244761
331XX,2322635
330XX,2095559
328XX,1967074
180XX,2404575
303XX,1953916
206XX,1692950
917XX,1413035
482XX,1794124
933XX,1946784
223XX,2255507
221XX,2138746
946XX,2412192
113XX,1465848
020XX,1384368
750XX,1881348
088XX,1431013
782XX,1953393
330XX,1784327
761XX,1766383
301XX,1813632
317XX,1620540
480XX,2042297
100XX,2320622
480XX,1757352
940XX,2005372
600XX,2129903
482XX,1527971
022XX,1893893
926XX,1931892
168XX,2270637
928XX,2284889
305XX,1716928
840XX,2214747
331XX,2119445
201XX,2198737
953XX,2020047
967XX,1857184
630XX,2122762
347XX,2247296
934XX,2289614
468XX,2217398
922XX,1496061
331XX,2160406
109XX,1494083
366XX,2086529
275XX,1424023
070XX,2009697
282XX,2354996
365XX,2135212
315XX,2069319
900XX,1915773
112XX,1509749
191XX,1881715
282XX,1328443
672XX,2351658
300XX,1724857
480XX,1894097
331XX,2279420
115XX,2289263
063XX,1616236
210XX,2124747
852XX,1677238
234XX,2328397
038XX,2082710
164XX,2429216
900XX,1325571
380XX,1695254
007XX,2118219
281XX,1295316
900XX,1411162
730XX,1328693
146XX,1571734
452XX,1504672
295XX,1939672
633XX,2422383
103XX,1761940
229XX,1431589
905XX,1726049
191XX,2402010
750XX,1996208
462XX,2224637
197XX,2393665
191XX,1948789
275XX,1369308
197XX,1830619
923XX,1849735
956XX,2330743
115XX,2307443
080XX,1625871
300XX,1594359
786XX,1489124
080XX,2300164
017XX,2003097
294XX,1728018
761XX,2405779
575XX,2084218
330XX,1792984
070XX,1811267
550XX,1714226
452XX,1799260
335XX,2426436
900XX,1438835
170XX,1767296
600XX,2370689
770XX,1805338
721XX,2139627
212XX,1827062
222XX,1941831
954XX,1347487
223XX,2224297
750XX,2033168
140XX,2289822
220XX,1623192
815XX,2257688
112XX,2051092
307XX,2036571
146XX,1301358
212XX,2082411
075XX,1367412
207XX,1873405
115XX,2293518
193XX,1349118
551XX,2072382
068XX,2254826
944XX,1765571
300XX,2085635
300XX,1505308
027XX,1651710
850XX,2080433
551XX,2160746
921XX,1600036
941XX,2257235
900XX,1491331
752XX,1601961
617XX,1554852
130XX,1551721
178XX,1291586
765XX,2281761
710XX,2147940
483XX,1827973
461XX,1531475
918XX,1894889
088XX,2267467
282XX,2015745
761XX,1662467
900XX,1680388
926XX,1295106
986XX,1328531
140XX,1948925
852XX,2288009
146XX,1924669
917XX,2003248
685XX,1478176
926XX,1379795
773XX,1881663
322XX,1829871
105XX,1789261
195XX,1888316
967XX,1872986
330XX,2011303
334XX,1514636
921XX,1772556
334XX,2437801
314XX,1530883
629XX,2050911
797XX,1613274
300XX,2213865
486XX,1670301
279XX,1771215
785XX,1390533
751XX,1650710
711XX,1823911
560XX,2275289
920XX,1504850
098XX,2024044
934XX,1996514
080XX,1604347
082XX,2122546
490XX,1761855
452XX,1441299
027XX,1807378
297XX,1348759
678XX,1964145
140XX,1622154
475XX,2149745
875XX,2152948
958XX,2220964
786XX,1618595
063XX,1696939
221XX,2175127
123XX,1760774
117XX,1880499
021XX,1843472
731XX,1818458
078XX,1787263
925XX,2150217
775XX,2216635
917XX,2347006
339XX,1626874
925XX,1766144
088XX,2219395
750XX,2325217
891XX,1709615
193XX,1350378
967XX,1657704
245XX,2259835
481XX,1953569
956XX,2037882
850XX,2194845
482XX,1998339
660XX,1791607
174XX,2160875
483XX,2303002
935XX,2016335
480XX,1407742
233XX,1978705
303XX,1683678
921XX,1308660
532XX,2047956
200XX,2110138
210XX,1929009
921XX,1336131
913XX,1869028
278XX,2240044
774XX,2232484
381XX,1585737
950XX,1597160
712XX,2339871
672XX,1755590
852XX,1655965
900XX,1857847
900XX,2436192
223XX,2209103
301XX,2383014
077XX,1548048
760XX,1661851
850XX,1456437
953XX,2357510
115XX,1892781
327XX,2327931
070XX,1952940
330XX,1974733
174XX,1481911
606XX,1418911
112XX,1945646
747XX,1447756
300XX,1746305
272XX,1790594
787XX,1465835
481XX,2350609
462XX,1355492
925XX,2302775
748XX,1783254
900XX,2327213
338XX,2418340
039XX,1687298
871XX,1667230
009XX,1487285
921XX,2029104
112XX,1615116
773XX,2393998
237XX,2142484
451XX,2173949
461XX,1909364
606XX,1921956
280XX,1702773
317XX,1462332
850XX,1421313
782XX,1314405
974XX,1557896
902XX,1906603
917XX,1363605
925XX,1704439
902XX,2395441
224XX,1804808
129XX,1800976
114XX,2099563
750XX,2102621
471XX,1808449
705XX,1938363
113XX,2418516
350XX,1471133
925XX,1418682
282XX,2208491
064XX,2337304
115XX,1980498
430XX,1455316
233XX,1503018
922XX,2277943
606XX,2126858
330XX,2125776
282XX,2164482
750XX,2427395
029XX,1772305
770XX,1819646
604XX,2223398
190XX,2332835
032XX,2062530
926XX,2221274
324XX,1364846
481XX,2278567
750XX,1390622
201XX,1652800
049XX,2284505
100XX,1814723
770XX,1774749
435XX,1572505
283XX,1474563
908XX,2294598
331XX,1821971
920XX,1946030
601XX,1308743
900XX,1755149
707XX,1357735
484XX,2399748
921XX,1395956
281XX,2094352
600XX,1839176
212XX,1635552
932XX,1493799
926XX,2216137
773XX,2254794
956XX,1583019
117XX,2095067
875XX,1491155
100XX,2193231
278XX,1518468
301XX,2298129
946XX,1936009
925XX,1790835
446XX,2340157
871XX,2345259
322XX,2174056
232XX,2239733
152XX,2301344
338XX,2166288
402XX,2178960
302XX,2265763
319XX,1368705
816XX,2230080
890XX,2148234
011XX,1531595
349XX,2340106
750XX,2034939
330XX,1993078
119XX,1448279
112XX,1351974
606XX,2235796
224XX,1617195
349XX,1402950
852XX,2270455
891XX,1466459
333XX,1844463
606XX,2072733
432XX,2266145
223XX,1667556
080XX,1685929
960XX,1826346
890XX,2296666
070XX,2346698
600XX,2298085
234XX,1592493
891XX,1921282
937XX,2096356
920XX,2339245
117XX,1325577
928XX,1939711
023XX,1654644
752XX,1887396
191XX,1695054
729XX,2121569
561XX,2352122
915XX,1500740
237XX,1358084
604XX,2439350
895XX,1958625
900XX,1654223
224XX,1561388
334XX,1581758
481XX,2299534
917XX,2359587
640XX,2301061
494XX,1566062
333XX,1454242
197XX,1837624
305XX,2389184
775XX,1968495
142XX,1541174
371XX,2027552
276XX,1672677
454XX,1742039
232XX,2306572
535XX,1996926
121XX,2053222
330XX,1485229
553XX,1420546
557XX,1893357
206XX,2200707
117XX,1682559
900XX,1388340
761XX,1538691
370XX,1579447
836XX,1456271
070XX,2413795
652XX,2125873
902XX,1525451
852XX,2347624
701XX,1303928
773XX,2225893
945XX,1547199
028XX,2240707
980XX,1970983
600XX,1294126
900XX,2197494
010XX,2039088
606XX,1873696
761XX,2288844
656XX,1855182
937XX,1377346
352XX,2321685
322XX,2283890
750XX,1853856
212XX,1531513
110XX,2297083
946XX,2104632
760XX,2435541
381XX,2377670
336XX,2437073
145XX,1643721
891XX,1370888
983XX,1649704
245XX,2064257
080XX,1484795
209XX,2184158
752XX,2381402
782XX,1721456
761XX,2219809
328XX,2369070
601XX,2145930
786XX,2279982
840XX,1941844
100XX,1942893
303XX,1349862
334XX,2095043
921XX,2173530
073XX,2062610
300XX,2279520
280XX,1432720
432XX,1713998
936XX,2196594
166XX,1694645
900XX,1358232
402XX,1788964
113XX,1320854
070XX,1598544
330XX,2414315
857XX,2005253
080XX,1520890
982XX,1975231
911XX,2196456
606XX,1440381
300XX,1980107
327XX,1714693
333XX,2224405
100XX,2438777
077XX,1673120
932XX,1476489
104XX,2040955
905XX,2282632
088XX,1798640
363XX,1612532
333XX,2363750
463XX,1975187
857XX,1295214
068XX,1756920
487XX,2004172
275XX,2224144
327XX,1616641
334XX,2104899
852XX,1621288
802XX,1333445
750XX,1704055
218XX,2303491
278XX,2121973
439XX,2155221
166XX,1374332
853XX,1673861
209XX,2233134
604XX,1435768
980XX,1967916
612XX,2356554
282XX,1990891
856XX,1357349
100XX,2352628
773XX,1972181
553XX,1380621
223XX,2197064
945XX,2038475
071XX,2001939
291XX,2364462
570XX,2038898
481XX,2038978
770XX,2234259
967XX,2076382
983XX,2213855
300XX,2067169
958XX,1329117
908XX,1854339
295XX,2110957
130XX,2138884
222XX,1409290
754XX,1837592
300XX,2367434
430XX,2302611
198XX,1597842
117XX,1841618
850XX,1443127
760XX,1791089
605XX,1962630
194XX,1798898
606XX,1796681
787XX,1801622
481XX,2289490
191XX,2160921
407XX,1662449
761XX,1623688
549XX,1563290
381XX,1689427
471XX,2356035
207XX,1794614
201XX,2177687
730XX,2440462
856XX,2041177
800XX,1671390
334XX,1558917
146XX,2158201
705XX,2295427
181XX,1602836
840XX,2185816
460XX,1467562
750XX,1427984
065XX,1375098
775XX,1474568
750XX,2142216
933XX,1342474
984XX,2210854
960XX,1614380
800XX,2087362
207XX,2293670
113XX,2323982
935XX,2397080
023XX,1955687
782XX,1591008
917XX,1925141
606XX,2174210
891XX,1535726
791XX,1466468
441XX,1552118
770XX,1395319
503XX,2419835
142XX,2362294
344XX,2305181
117XX,2083443
995XX,1355269
337XX,1904519
782XX,1574955
836XX,1984876
331XX,2130006
951XX,1787403
299XX,2193292
750XX,1706563
986XX,2021949
752XX,1946130
171XX,1911790
372XX,1507780
197XX,1905849
302XX,2108880
770XX,2207295
190XX,1975753
902XX,1294606
919XX,2024072
378XX,2338242
982XX,1308541
117XX,2196283
282XX,1829974
077XX,2333772
220XX,1693504
750XX,1675455
327XX,2312490
088XX,1436241
350XX,2139890
302XX,2190602
921XX,1661893
988XX,2320842
300XX,1351933
465XX,2039971
301XX,1851471
921XX,2122569
346XX,2130479
900XX,2056713
021XX,2037017
446XX,2145125
945XX,2394077
282XX,1777420
346XX,1985407
600XX,1876847
066XX,1416209
953XX,1512469
750XX,2078780
021XX,1685965
606XX,1356646
719XX,2430678
928XX,1741998
916XX,1450919
811XX,1984637
088XX,2039879
080XX,1669319
280XX,1844860
908XX,1903007
606XX,2058930
064XX,2035151
875XX,1420638
610XX,2203167
920XX,1807403
895XX,1840222
760XX,1455696
752XX,1903994
801XX,2176464
760XX,1839671
804XX,1843181
230XX,1893165
331XX,1838378
840XX,2224403
932XX,2290101
782XX,1525181
030XX,2319760
917XX,2391107
100XX,1546656
217XX,1590147
781XX,1593095
100XX,1596690
077XX,1433312
921XX,1890851
731XX,2222949
300XX,1616662
953XX,2224205
274XX,2184390
907XX,2147471
933XX,1994047
604XX,1398863
479XX,1413511
800XX,2015522
914XX,1965699
183XX,1965149
235XX,2274748
112XX,2303187
104XX,1676489
703XX,1837320
985XX,1326486
467XX,1643348
605XX,2275123
322XX,2012635
782XX,2276883
374XX,2097781
890XX,2017477
328XX,1850958
300XX,2038507
449XX,1772073
074XX,2272655
294XX,1344827
206XX,1694469
765XX,1612120
967XX,2233896
301XX,2387569
913XX,2312892
272XX,2178563
100XX,1567360
328XX,1547652
532XX,1747508
945XX,1930084
917XX,1809453
225XX,1760247
100XX,1821635
752XX,2298568
333XX,1453911
454XX,2361807
100XX,1351908
331XX,2428005
372XX,1591543
338XX,2282857
330XX,2149536
750XX,1581778
724XX,2407946
331XX,2240754
152XX,2223825
934XX,2155982
980XX,1344147
125XX,2211581
030XX,2227975
112XX,2359599
680XX,1889772
980XX,1915658
349XX,2153745
773XX,2418741
891XX,2311451
538XX,1491802
946XX,1326500
061XX,1992234
787XX,1557849
112XX,2105475
802XX,1483536
606XX,2351783
481XX,2164163
381XX,1908807
458XX,1930559
300XX,2108211
630XX,2285592
191XX,2211314
243XX,2218686
978XX,1400642
983XX,1610181
900XX,1915563
985XX,2244247
445XX,1851720
731XX,2116381
441XX,2357149
334XX,1403877
891XX,1914666
972XX,1841955
243XX,1978192
906XX,1724601
230XX,1306972
482XX,1612244
902XX,2276850
919XX,2041222
546XX,1597181
336XX,1345119
850XX,1518279
088XX,1906994
013XX,1776577
341XX,1653373
328XX,2200100
930XX,1394081
972XX,1697175
750XX,1819983
030XX,2212694
060XX,2395821
067XX,1618783
200XX,2371370
775XX,1466882
188XX,1616084
926XX,2376411
921XX,1401818
773XX,1682859
182XX,2162452
800XX,1750758
361XX,1499510
705XX,1623263
546XX,1297860
935XX,2280367
334XX,2032793
606XX,2253962
325XX,2431841
076XX,2229119
017XX,1525753
134XX,1478690
191XX,1873997
441XX,1893897
945XX,2144473
221XX,2305031
238XX,1446534
114XX,1593789
450XX,1636609
088XX,1792774
065XX,2248127
333XX,1401610
300XX,2364508
303XX,1883627
917XX,2031657
776XX,2196604
034XX,1328783
751XX,2413260
975XX,2053663
331XX,1534388
302XX,2226261
237XX,2182048
481XX,1807381
381XX,2422857
336XX,1712762
833XX,1804364
402XX,1818163
502XX,1895001
310XX,2416854
276XX,1717245
117XX,1852822
554XX,2314257
852XX,2279099
030XX,2266392
770XX,1996617
321XX,1654984
194XX,1777942
288XX,1933904
331XX,1638058
327XX,1591124
376XX,1716031
912XX,2385799
850XX,1843042
600XX,2268926
320XX,2434627
481XX,1630852
040XX,2095139
071XX,1573634
894XX,1307356
563XX,2276005
276XX,1635077
113XX,1439475
344XX,2418920
330XX,1463431
027XX,1968358
945XX,1398256
981XX,2273807
333XX,1322720
273XX,1313310
484XX,1889065
799XX,1681453
337XX,1886392
476XX,2174269
891XX,2301795
430XX,1356076
275XX,2190288
077XX,1471288
140XX,2090243
600XX,2368228
431XX,1436606
921XX,1488972
959XX,1755367
195XX,1817052
770XX,1482483
950XX,1861581
956XX,1415794
933XX,2363715
212XX,1735568
483XX,2295119
232XX,2130329
374XX,1533279
210XX,1631731
333XX,2233816
210XX,1548074
274XX,2156926
334XX,1467107
953XX,2021956
054XX,2256542
922XX,1909359
945XX,1334752
665XX,1543977
945XX,2365221
852XX,1882814
900XX,1450667
147XX,2150849
280XX,2014771
898XX,1684742
276XX,2165309
112XX,2438860
928XX,2271359
379XX,1371976
272XX,2160969
263XX,1802938
105XX,1580359
891XX,1553894
064XX,1788223
337XX,2137880
315XX,2346303
915XX,1633008
961XX,2039049
179XX,1593368
473XX,1645442
921XX,2157893
928XX,1755165
112XX,1961557
442XX,1810246
921XX,1449197
333XX,1296671
774XX,1437221
957XX,2266559
061XX,1991360
925XX,1627546
068XX,2105453
222XX,1893709
346XX,1804590
750XX,2308801
852XX,1755320
344XX,1478407
604XX,1448367
112XX,1370781
300XX,1932898
207XX,1786203
257XX,1526610
080XX,2308901
194XX,1397227
087XX,1966200
191XX,2124726
293XX,1890224
761XX,2392271
951XX,1562506
633XX,1486914
921XX,2298135
550XX,1389300
009XX,2033991
719XX,2328570
294XX,2272273
337XX,1314932
983XX,1840763
468XX,2287194
967XX,1974560
217XX,1840992
926XX,2117662
207XX,1546941
891XX,2247120
921XX,1446493
840XX,1463495
945XX,2088383
850XX,2318831
773XX,2308275
105XX,1811694
841XX,2264505
462XX,2044818
330XX,1967522
086XX,2088291
352XX,1940581
731XX,2077378
358XX,2189726
197XX,2391263
798XX,2234726
468XX,1379273
021XX,1509707
927XX,2159783
233XX,1388011
104XX,2044890
760XX,2152937
601XX,2399830
117XX,1691244
554XX,2340333
302XX,1724688
070XX,1887168
009XX,1378645
282XX,1316376
117XX,1482651
230XX,2164255
085XX,1729232
916XX,2262958
750XX,1794137
111XX,1487491
133XX,1575255
610XX,2203788
220XX,1625163
074XX,1702236
913XX,1975250
067XX,1634548
330XX,2224525
184XX,2119597
404XX,1528160
956XX,1679049
923XX,2331584
330XX,1914536
921XX,2065606
967XX,1891465
605XX,1391641
921XX,2302554
902XX,1718023
957XX,1474060
300XX,2288756
290XX,1553798
330XX,2215842
782XX,1883236
188XX,1458831
070XX,1865099
150XX,1966466
908XX,2045380
229XX,2124813
155XX,1358164
482XX,2090228
891XX,2270100
150XX,2158925
910XX,1812380
554XX,1770328
210XX,2300960
234XX,2013362
600XX,1439732
981XX,1918054
372XX,1838359
331XX,1306175
078XX,1835157
806XX,1640763
773XX,1922684
446XX,2232113
333XX,2100006
992XX,1600746
891XX,2298093
117XX,1470173
112XX,1872399
616XX,2352403
223XX,2071603
060XX,2271453
207XX,1737845
550XX,1800341
018XX,2280383
945XX,2195426
333XX,2236676
027XX,1581283
730XX,1877945
301XX,1529690
352XX,1476891
751XX,1988595
221XX,2311718
143XX,2153996
088XX,1773224
802XX,2135837
913XX,2152859
029XX,1964556
021XX,2186301
174XX,1459298
927XX,1410038
786XX,1629699
775XX,2443869
290XX,1810324
306XX,2024378
017XX,1396950
660XX,1691743
209XX,2307476
372XX,2265235
021XX,2242627
331XX,1402533
250XX,2028170
980XX,1678646
194XX,2085145
950XX,2175388
201XX,2269988
301XX,2297435
342XX,1321678
983XX,2011971
381XX,1821463
152XX,1619458
341XX,1807760
331XX,2278915
902XX,2424326
928XX,1465818
850XX,2124331
850XX,1653946
902XX,2027129
201XX,1648044
100XX,2242853
752XX,1984610
775XX,1892712
711XX,2356095
902XX,2230353
435XX,2366854
175XX,2370101
986XX,1941968
372XX,1535949
917XX,1727141
207XX,2112799
900XX,1693639
760XX,1961405
662XX,1826517
925XX,2018055
104XX,1647471
287XX,2185602
076XX,1901563
875XX,1801412
925XX,2248410
117XX,1534774
333XX,2121839
890XX,2108227
222XX,1952432
750XX,1936765
982XX,1670675
945XX,2139221
786XX,2334221
207XX,2204279
112XX,1354179
305XX,2356784
253XX,2146395
301XX,2255992
936XX,2347327
237XX,1865867
481XX,2410142
983XX,1501620
760XX,2278184
212XX,1342834
782XX,1756397
554XX,1985527
280XX,1849741
180XX,1569102
917XX,1897633
947XX,1954977
126XX,2204495
911XX,1397970
730XX,2005105
330XX,2160268
710XX,2307748
395XX,1726852
381XX,2253439
780XX,1422299
662XX,1796267
615XX,2084242
908XX,2095693
305XX,2322045
280XX,2190154
210XX,2065385
073XX,1480706
331XX,2124202
707XX,1334649
920XX,2154897
916XX,1725042
452XX,2236930
787XX,1453450
193XX,1695509
431XX,1869772
604XX,1474824
380XX,2165505
125XX,1541379
331XX,2030973
915XX,2264119
928XX,1688987
900XX,2295146
339XX,1850456
077XX,2195476
773XX,2341842
337XX,1650464
206XX,2170967
207XX,2435626
117XX,2066692
759XX,2228898
620XX,2331149
721XX,2289804
919XX,2363367
271XX,2175971
346XX,1935869
336XX,1945606
761XX,1373102
191XX,1487256
190XX,2336879
026XX,2310914
809XX,1440913
336XX,2442498
972XX,2137804
020XX,1910612
282XX,1675591
112XX,1998123
153XX,1829675
776XX,1439669
175XX,1675721
334XX,1306290
706XX,1770331
945XX,2247973
605XX,1362582
968XX,1564304
201XX,1722259
200XX,2043093
379XX,1488441
985XX,1722236
172XX,1595852
013XX,1776103
124XX,2193103
778XX,1937049
180XX,1310497
112XX,2106869
711XX,2312863
950XX,2400168
282XX,1337323
323XX,2159953
064XX,2363744
365XX,1346380
773XX,1655949
232XX,1797965
347XX,1786642
726XX,2381937
750XX,1625343
334XX,2095771
322XX,1721609
166XX,1794037
334XX,1547251
302XX,1972836
070XX,1515636
191XX,1591761
986XX,1326139
483XX,2243915
356XX,1982976
630XX,1931417
945XX,2149176
333XX,1811892
981XX,2081164
850XX,2123506
212XX,2084789
605XX,2034425
481XX,2090458
927XX,2309836
981XX,1776773
333XX,2035615
908XX,2065740
800XX,2094402
374XX,2194976
770XX,1493975
212XX,1456505
840XX,2151049
956XX,2046328
537XX,2004499
381XX,2252441
334XX,2108850
330XX,2241295
571XX,1569406
140XX,2083307
448XX,2426719
134XX,1753366
212XX,2082212
984XX,2161723
604XX,1338205
928XX,1780983
370XX,1982167
903XX,1675595
480XX,2331884
782XX,2175566
030XX,1655719
018XX,1301353
707XX,2003984
232XX,1730969
923XX,1562340
486XX,2274150
853XX,1543850
653XX,1777943
930XX,2124673
160XX,1978164
197XX,2322542
777XX,2069314
080XX,1390263
488XX,1576911
337XX,2211297
080XX,1914883
920XX,2403721
612XX,2356593
328XX,1936508
933XX,2391985
485XX,1501714
802XX,2343482
781XX,2316735
176XX,1437771
972XX,2432449
284XX,1626530
463XX,2103603
210XX,1695672
730XX,1916505
750XX,2112560
399XX,1306243
840XX,2239079
100XX,1874814
750XX,1394309
923XX,2352393
951XX,1589848
254XX,1605504
076XX,2278829
208XX,2236916
951XX,1862169
838XX,2224303
282XX,2113801
983XX,2203744
073XX,2235844
117XX,2168981
300XX,2191617
233XX,1315912
902XX,2325736
432XX,1347932
328XX,2072926
334XX,1487145
311XX,1746889
921XX,2126882
284XX,1954610
077XX,1610409
194XX,1542645
